/* 
Selezionare tutti i docenti che insegnano nel Dipartimento di Matematica
*/

SELECT *
FROM teachers
JOIN course_teacher ON course_teacher.teacher_id = teachers.id
JOIN courses ON courses.id = course_teacher.course_id
JOIN degrees ON degrees.id = courses.degree_id
WHERE degrees.department_id = 5

id,name,surname,phone,email,office_address,office_number,course_id,teacher_id,id,degree_id,name,description,period,year,cfu,website,id,department_id,name,level,address,email,website
68,Cleopatra,Rinaldi,"394 643 755",uvitale@silvestri.it,"Rotonda Carmela 10 Piano 1",104,481,68,481,28,"officiis nam eius","Et pariatur sed aliquam quis natus modi. Dolores excepturi dicta eius incidunt sint sed non. Dolorem quo doloribus consequatur beatae accusantium. Blanditiis ipsam eum laborum qui ut porro.","I semestre",3,10,www.voluptate.uni.it,28,5,"Corso di Laurea in Matematica",triennale,"Strada Sorrentino 665",matematica@uni.it,www.matematica.uni.it
28,Rudy,Fontana,NULL,lombardo.nestore@colombo.it,"Piazza Aroldo 8 Appartamento 85",110,482,28,482,28,"dolor laborum optio","Tenetur veritatis impedit numquam et ullam. Reiciendis laboriosam culpa velit et numquam eum. Et quis excepturi soluta debitis dolorem.","I semestre",3,15,www.dolorem.uni.it,28,5,"Corso di Laurea in Matematica",triennale,"Strada Sorrentino 665",matematica@uni.it,www.matematica.uni.it
98,Cristyn,Martinelli,NULL,nicoletta67@longo.com,"Contrada Amato 58 Piano 2",1,483,98,483,28,"quibusdam quidem modi","Nemo rerum minima esse earum nisi cupiditate laboriosam. Ullam placeat quia perspiciatis eum. Quam alias odio nobis aut architecto accusamus officia.","II semestre",3,10,www.ab.uni.it,28,5,"Corso di Laurea in Matematica",triennale,"Strada Sorrentino 665",matematica@uni.it,www.matematica.uni.it
13,Tosca,Donati,"+97 9502 52491933",marco26@yahoo.it,"Rotonda Martinelli 309",119,484,13,484,28,"quod veritatis incidunt","Illum eum accusantium delectus vitae est voluptatem. Aspernatur iste autem aut officiis. Labore cumque corporis consequatur excepturi enim. Ipsam totam tempora delectus quasi.","II semestre",3,14,NULL,28,5,"Corso di Laurea in Matematica",triennale,"Strada Sorrentino 665",matematica@uni.it,www.matematica.uni.it
14,Pericle,Rossetti,"343 467 240",diana94@hotmail.com,"Borgo Demis 1",11,485,14,485,28,"aut odit ab","Ut quam praesentium illo cum necessitatibus aut. Pariatur atque minus aut cum saepe qui dolorem. Molestiae voluptatum expedita repellat velit.","II semestre",3,10,www.deserunt.uni.it,28,5,"Corso di Laurea in Matematica",triennale,"Strada Sorrentino 665",matematica@uni.it,www.matematica.uni.it
48,Nabil,Rossetti,NULL,ivonne.derosa@yahoo.it,"Rotonda Carmela 10 Piano 1",88,486,48,486,29,"sapiente nihil et","Illo qui adipisci quisquam ut. Iure consectetur cum iure quibusdam ipsam. Molestiae occaecati eum sunt fuga. Corrupti voluptatem nobis facere eaque nemo.","I semestre",1,13,www.voluptas.uni.it,29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it
20,Marvin,Ferrari,NULL,smazza@gmail.com,"Borgo Elio 234 Piano 4",72,487,20,487,29,"aliquam voluptas reiciendis","Quia quaerat nihil quibusdam quia deserunt quos. Aut ea et animi consequatur. Illum veritatis sed cumque non adipisci labore nisi.","I semestre",1,9,www.a.uni.it,29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it
47,Bibiana,Farina,NULL,lferrara@marino.it,"Via Eusebio 167 Appartamento 28",196,488,47,488,29,"minus facilis accusantium","Non est sequi distinctio aut. Unde sint et blanditiis qui. Omnis consectetur occaecati excepturi est ea facilis adipisci. Unde laudantium laborum asperiores et vitae non deserunt.","I semestre",1,8,www.nesciunt.uni.it,29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it
44,Fulvio,Amato,NULL,ubianco@bellini.com,"Strada Lombardi 855",78,489,44,489,29,"alias voluptatibus sed","Et minima molestiae eveniet. Iste est veritatis molestias et qui velit ut. Facilis fuga numquam et ducimus qui amet. Dolores animi cumque suscipit repellendus facere.","II semestre",1,7,NULL,29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it
48,Nabil,Rossetti,NULL,ivonne.derosa@yahoo.it,"Rotonda Carmela 10 Piano 1",88,490,48,490,29,"illum ex doloremque","Voluptates maxime vel corporis saepe molestias. Nisi sed omnis dolorem qui repellendus eos consequatur. Aperiam doloribus qui sed deserunt ad reprehenderit. Assumenda quas laudantium alias.","II semestre",1,11,NULL,29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it
30,Cosetta,Palmieri,"+39 382 251 589",dindo57@palmieri.it,"Via Eusebio 167 Appartamento 28",60,491,30,491,29,"nemo beatae beatae","Quas amet quae quos eum doloremque eum libero sint. Quo nostrum doloribus aut cum repellendus numquam eveniet. Hic ratione sed illum tempore dolorum. Quas impedit et culpa odit non non.","I semestre",2,7,www.harum.uni.it,29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it
81,Laerte,Mancini,NULL,milani.alighiero@gallo.it,"Rotonda Carmela 10 Piano 1",173,492,81,492,29,"laborum provident voluptatibus","Atque voluptatem enim qui sapiente eaque. Consequatur voluptates mollitia commodi ut. Iste aliquid alias id aliquid quas quia quis.","I semestre",2,14,NULL,29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it
26,Carmelo,Benedetti,"+39 010 391 127",rossetti.erminia@yahoo.it,"Rotonda Martinelli 309",77,493,26,493,29,"dicta pariatur dolore","Nulla consequatur nisi vero atque laborum et. Dolores non et omnis reiciendis quae aspernatur modi. Maxime beatae vitae quae qui quo. Est qui consequatur eaque.","I semestre",2,9,NULL,29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it
52,Pablo,Caruso,NULL,caio.caputo@conti.it,"Borgo Elga 89",97,494,52,494,29,"odio perspiciatis dolore","Qui neque tenetur placeat perferendis dignissimos et aut. Autem impedit soluta veniam rerum iure. Incidunt nesciunt rem voluptate aut.","I semestre",2,5,NULL,29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it
17,Rosaria,Neri,"344 690 022",rosalba.rizzo@grassi.it,"Piazza Demian 856 Appartamento 63",171,495,17,495,29,"asperiores modi qui","Explicabo impedit nobis labore ut. Amet fugiat natus magnam sed. Numquam repellendus ut modi non eum beatae. Libero et molestiae temporibus possimus maiores.","I semestre",2,10,NULL,29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it
4,Prisca,Caputo,"+33 37 87454077",lazzaro12@hotmail.com,"Via Mariano 48",2,496,4,496,29,"nulla hic corrupti","Molestias vitae aperiam praesentium fuga aliquam. Maiores id ipsum rerum quia aliquam illum odit. Unde commodi autem consequatur corrupti. Maxime sit occaecati et vero ducimus pariatur labore.","II semestre",2,10,NULL,29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it
43,Penelope,Bruno,NULL,htesta@milani.com,"Rotonda Martinelli 309",163,497,43,497,29,"sunt animi enim","Ut debitis ipsa sequi optio qui officia. Aperiam accusantium sint quos omnis adipisci.","II semestre",2,8,www.perspiciatis.uni.it,29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it
64,Loretta,Amato,"+26 383 40 14 3011",lucia.lombardo@yahoo.it,"Incrocio Marini 9",164,498,64,498,29,"voluptates sed eaque","Sequi sed eligendi soluta fugit quisquam. Sit sit reiciendis aut recusandae recusandae et in. Sunt magni illo officia dignissimos omnis recusandae.","II semestre",2,15,www.soluta.uni.it,29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it
66,Felicia,Testa,NULL,doriana.vitale@fabbri.it,"Contrada Penelope 73",113,499,66,499,29,"dolore nemo voluptatibus","Omnis perferendis veniam atque. Error exercitationem porro in facere. Veniam blanditiis distinctio deleniti non quis laudantium ut. Aperiam quas voluptatum qui laboriosam amet.","II semestre",2,8,www.odit.uni.it,29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it
21,Michele,Milani,NULL,nico.morelli@donati.org,"Contrada Santoro 17 Appartamento 30",184,500,21,500,29,"quia porro consectetur","Ut quia ut voluptatem minus ut ipsam. Ab pariatur fugit officiis illum a sed. Vero cupiditate in ut voluptas maxime eveniet.","I semestre",3,12,www.officia.uni.it,29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it
61,Cosetta,Costantini,"+02 4239 6196733",valentini.giovanna@yahoo.com,"Rotonda Martinelli 309",164,501,61,501,29,"esse rerum voluptas","Sit sequi aut est officia. Minima voluptas ad omnis. Vel qui beatae enim nihil asperiores.","I semestre",3,4,www.quo.uni.it,29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it
88,Piersilvio,Rinaldi,"+19 787 5568494",igreco@sanna.net,"Incrocio Testa 142 Piano 7",88,502,88,502,29,"ducimus id culpa","Pariatur commodi laborum autem deleniti et. Aut consequatur autem numquam autem quia sed. Facilis corrupti consequatur deserunt distinctio eum.","I semestre",3,7,NULL,29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it
18,Lorenzo,Rizzi,NULL,gallo.samira@hotmail.com,"Strada Vitali 8 Piano 0",124,503,18,503,29,"sed quo delectus","Iusto quia tenetur consequatur in. Dolor qui exercitationem quia earum facere aperiam ad. Sit non omnis a facere architecto voluptatibus praesentium.","I semestre",3,12,www.porro.uni.it,29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it
51,Folco,Piras,NULL,gregorio.valentini@gmail.com,"Strada Neri 577",107,504,51,504,29,"est est quo","Dolorem et ut vero soluta sit. Amet magnam expedita libero. Dolor officiis aspernatur est deleniti qui aliquam perspiciatis. Error ut porro doloribus veritatis reprehenderit.","II semestre",3,3,NULL,29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it
7,Noemi,Ferraro,"348 610 711",amarini@gmail.com,"Contrada Amato 58 Piano 2",185,505,7,505,29,"molestiae est qui","Et ut eos ex iure corrupti. Adipisci rerum ut non illo. Excepturi temporibus corporis odio. Atque placeat commodi maxime reiciendis quia error.","II semestre",3,12,www.inventore.uni.it,29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it
83,Isira,Santoro,NULL,rosalino20@neri.com,"Borgo Elio 234 Piano 4",70,506,83,506,29,"rem adipisci dolorem","Corporis ut quia vitae est quas. Eum impedit commodi tenetur molestiae commodi minus. Sapiente quia sunt ut sed id consequuntur. Corrupti consequatur sit repellat repellat a.","II semestre",3,15,www.odio.uni.it,29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it
33,Cassiopea,Valentini,NULL,romeo94@battaglia.it,"Contrada Rita 5 Appartamento 71",21,507,33,507,29,"et possimus assumenda","Nobis magnam ut quia molestiae doloremque ea aut dicta. Ipsa tempore temporibus mollitia perferendis. Quod eos quo quaerat corporis dicta quia quas vero.","II semestre",3,11,NULL,29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it
81,Laerte,Mancini,NULL,milani.alighiero@gallo.it,"Rotonda Carmela 10 Piano 1",173,508,81,508,30,"voluptatibus dicta odit","Nostrum et qui et ipsum cupiditate hic. Et cum autem libero nostrum repellendus reprehenderit in. Modi magnam modi hic.","I semestre",1,6,NULL,30,5,"Corso di Laurea Magistrale in Matematica",magistrale,"Piazza Demis 53 Appartamento 68",matematica@uni.it,www.matematica.uni.it
50,Sarita,Donati,"+21 443 59 54 4170",aparisi@galli.com,"Borgo Ippolito 5 Piano 5",178,509,50,509,30,"amet dicta et","Et animi corrupti quibusdam eligendi. Omnis consequatur maxime sunt exercitationem laboriosam.","I semestre",1,14,www.odit.uni.it,30,5,"Corso di Laurea Magistrale in Matematica",magistrale,"Piazza Demis 53 Appartamento 68",matematica@uni.it,www.matematica.uni.it
69,Evita,Morelli,"+39 310 272 545",grazia66@hotmail.com,"Piazza Ferretti 619",106,510,69,510,30,"sit ipsum accusamus","Aut sit consequatur adipisci asperiores amet fuga accusamus. Minus sit nemo animi voluptatem natus sit omnis et. Amet iure possimus adipisci cum temporibus animi.","I semestre",1,6,www.at.uni.it,30,5,"Corso di Laurea Magistrale in Matematica",magistrale,"Piazza Demis 53 Appartamento 68",matematica@uni.it,www.matematica.uni.it
53,Cira,Caputo,NULL,amerigo.carbone@monti.org,"Piazza Demian 856 Appartamento 63",51,511,53,511,30,"saepe quo et","Voluptatem nobis voluptate qui officia laboriosam. Hic nemo id dolor deserunt. Explicabo ut eum perspiciatis aut fuga mollitia.","II semestre",1,7,NULL,30,5,"Corso di Laurea Magistrale in Matematica",magistrale,"Piazza Demis 53 Appartamento 68",matematica@uni.it,www.matematica.uni.it
82,Felicia,Serra,NULL,egidio17@email.it,"Strada Kociss 997 Piano 8",169,512,82,512,30,"qui sunt aliquid","Id eos mollitia aut. Corrupti vel consequatur quasi fuga. Doloribus officiis nisi esse error quis aut voluptas provident. Occaecati aspernatur omnis tenetur rerum.","II semestre",1,7,www.placeat.uni.it,30,5,"Corso di Laurea Magistrale in Matematica",magistrale,"Piazza Demis 53 Appartamento 68",matematica@uni.it,www.matematica.uni.it
79,Benedetta,Vitale,"+39 377 152 789",bianco.ursula@ferraro.com,"Strada Kociss 997 Piano 8",192,513,79,513,30,"eligendi sunt tempora","Dicta fugiat tempore id quia mollitia optio animi. Quia voluptas dolorem quis et. Praesentium aut dicta quas et. Unde hic at sit ipsa.","I semestre",2,5,www.vero.uni.it,30,5,"Corso di Laurea Magistrale in Matematica",magistrale,"Piazza Demis 53 Appartamento 68",matematica@uni.it,www.matematica.uni.it
35,Gavino,Fabbri,NULL,ndesantis@negri.com,"Rotonda Martinelli 309",150,514,35,514,30,"et iure natus","Maiores modi dolorem omnis est voluptate nobis. Tempora repellat voluptatibus consequatur. Dolore aperiam quia ullam dolor dolorum consequatur sit.","I semestre",2,11,NULL,30,5,"Corso di Laurea Magistrale in Matematica",magistrale,"Piazza Demis 53 Appartamento 68",matematica@uni.it,www.matematica.uni.it
83,Isira,Santoro,NULL,rosalino20@neri.com,"Borgo Elio 234 Piano 4",70,515,83,515,30,"consequatur necessitatibus sed","Inventore dicta id nihil vel minima maiores aut aut. Animi voluptates fugit sunt nisi. Eius fugit saepe temporibus cum distinctio eveniet. Tempora dolore libero aut a ipsa.","I semestre",2,6,www.ea.uni.it,30,5,"Corso di Laurea Magistrale in Matematica",magistrale,"Piazza Demis 53 Appartamento 68",matematica@uni.it,www.matematica.uni.it
92,Mariagiulia,Guerra,"+39 314 686 094",leone07@desantis.net,"Rotonda Carmela 10 Piano 1",33,516,92,516,30,"magnam saepe nihil","Rem eos nisi quia laudantium et. Quia quia quos id iste suscipit minima labore. Dignissimos tempore qui aut optio adipisci. Ratione illum voluptatem et velit temporibus.","II semestre",2,12,NULL,30,5,"Corso di Laurea Magistrale in Matematica",magistrale,"Piazza Demis 53 Appartamento 68",matematica@uni.it,www.matematica.uni.it
81,Laerte,Mancini,NULL,milani.alighiero@gallo.it,"Rotonda Carmela 10 Piano 1",173,517,81,517,30,"ducimus eaque amet","Pariatur dolorem aut ipsum aut consequuntur assumenda. Vitae architecto non distinctio nemo. Velit velit consequuntur et nihil quasi non ducimus beatae. Voluptas quo ab doloremque assumenda ex.","II semestre",2,9,NULL,30,5,"Corso di Laurea Magistrale in Matematica",magistrale,"Piazza Demis 53 Appartamento 68",matematica@uni.it,www.matematica.uni.it
16,Miriana,Morelli,"+20 997 51 54 1939",morgana.moretti@rinaldi.net,"Contrada Rita 5 Appartamento 71",1,518,16,518,30,"quas quam esse","Praesentium ipsam dolores non dolores ea voluptas enim. Omnis eum et temporibus. Consectetur omnis quidem soluta autem sed aut quae. Et sequi placeat deserunt minima quaerat nihil commodi.","II semestre",2,10,www.laboriosam.uni.it,30,5,"Corso di Laurea Magistrale in Matematica",magistrale,"Piazza Demis 53 Appartamento 68",matematica@uni.it,www.matematica.uni.it
28,Rudy,Fontana,NULL,lombardo.nestore@colombo.it,"Piazza Aroldo 8 Appartamento 85",110,519,28,519,31,"distinctio numquam illum","Dolorem sed neque inventore accusamus voluptate quae ut nihil. Minus aspernatur est error quisquam non sed porro voluptatem. Sit molestiae et placeat.","I semestre",1,14,NULL,31,5,"Corso di Laurea Magistrale in Informatica",magistrale,"Incrocio Eustachio 253 Appartamento 90",informatica@uni.it,www.informatica.uni.it
58,Pietro,Rizzo,"+21 6710 0964205",sanna.michele@negri.it,"Contrada Santoro 17 Appartamento 30",125,520,58,520,31,"ducimus sapiente at","Qui reiciendis non sint doloribus ut temporibus. Qui temporibus optio et unde aperiam incidunt. Consequuntur est qui eum dolorum. Aliquid nihil voluptatem assumenda.","I semestre",1,14,www.reprehenderit.uni.it,31,5,"Corso di Laurea Magistrale in Informatica",magistrale,"Incrocio Eustachio 253 Appartamento 90",informatica@uni.it,www.informatica.uni.it
22,Anselmo,Martino,"+99 90 5086288",mgiuliani@testa.it,"Borgo Elio 234 Piano 4",118,521,22,521,31,"et est porro","Itaque ducimus iste praesentium ut quae. Laborum ad et et et rerum fugiat. Sed enim reiciendis a accusamus molestiae esse porro.","I semestre",1,14,NULL,31,5,"Corso di Laurea Magistrale in Informatica",magistrale,"Incrocio Eustachio 253 Appartamento 90",informatica@uni.it,www.informatica.uni.it
74,Maika,Bellini,NULL,ferri.walter@martino.com,"Strada Lombardi 855",137,522,74,522,31,"quos voluptatem quis","Itaque id sapiente et libero. Quisquam non voluptas accusantium consequatur. Ullam eos quaerat unde. Voluptatem nemo possimus ut rerum enim magnam earum vitae.","I semestre",1,10,www.consequuntur.uni.it,31,5,"Corso di Laurea Magistrale in Informatica",magistrale,"Incrocio Eustachio 253 Appartamento 90",informatica@uni.it,www.informatica.uni.it
98,Cristyn,Martinelli,NULL,nicoletta67@longo.com,"Contrada Amato 58 Piano 2",1,523,98,523,31,"necessitatibus ex autem","In quo et saepe tempora occaecati dolorum. Dolores culpa rem eius dolorum aliquam pariatur consectetur rem. Aut dicta iusto porro ut.","II semestre",1,9,www.ut.uni.it,31,5,"Corso di Laurea Magistrale in Informatica",magistrale,"Incrocio Eustachio 253 Appartamento 90",informatica@uni.it,www.informatica.uni.it
65,Giovanna,Mariani,NULL,luna.rizzo@hotmail.com,"Borgo Elga 89",2,524,65,524,31,"et et saepe","Voluptas aliquam fuga vero provident fugiat corrupti. Laborum magni rerum officiis ex. Aspernatur sapiente qui inventore ea dignissimos dolores.","II semestre",1,12,NULL,31,5,"Corso di Laurea Magistrale in Informatica",magistrale,"Incrocio Eustachio 253 Appartamento 90",informatica@uni.it,www.informatica.uni.it
58,Pietro,Rizzo,"+21 6710 0964205",sanna.michele@negri.it,"Contrada Santoro 17 Appartamento 30",125,525,58,525,31,"quia eos doloremque","Consequatur qui facilis eveniet tenetur quisquam iure nam. Distinctio nulla aut autem perspiciatis iste dignissimos harum. Qui velit aut cum id atque sapiente eveniet.","II semestre",1,14,NULL,31,5,"Corso di Laurea Magistrale in Informatica",magistrale,"Incrocio Eustachio 253 Appartamento 90",informatica@uni.it,www.informatica.uni.it
22,Anselmo,Martino,"+99 90 5086288",mgiuliani@testa.it,"Borgo Elio 234 Piano 4",118,526,22,526,31,"ipsa aliquid sapiente","Veritatis quasi dolorem repellat voluptatibus rem. Atque autem quis voluptatibus sed. Rerum nulla vel et dicta et necessitatibus aperiam exercitationem. Blanditiis suscipit vitae sunt.","II semestre",1,15,NULL,31,5,"Corso di Laurea Magistrale in Informatica",magistrale,"Incrocio Eustachio 253 Appartamento 90",informatica@uni.it,www.informatica.uni.it
39,Guendalina,Barbieri,NULL,davis34@yahoo.com,"Via Giacinto 11 Piano 8",36,527,39,527,31,"est earum iure","Tempore dolorum ex cumque magni corrupti. Et vero quasi et dolorem eos. Accusantium quibusdam nobis voluptas aut debitis fugit magni est. Voluptatem autem natus nostrum excepturi et ratione aperiam.","I semestre",2,11,NULL,31,5,"Corso di Laurea Magistrale in Informatica",magistrale,"Incrocio Eustachio 253 Appartamento 90",informatica@uni.it,www.informatica.uni.it
